cod_cli;razao;endereco;uf;Cidade;Bairro;CEP;Telefone;cnpj;Insc;cod_canal;hierarquia
5876841;Daniel Fortunato De Castro;Av Maranhao 1467, NW;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;65 999196849;31461121000164;137372728;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5876846;Lac Mil Comercio Prods Alim EIRELI;R Otavio Pitaluga 207, Qd15 Lt 11;MT;Rondonopolis;Vila Iracy;78725-420;66 34261000;7900091000160;133172449;5534716;L6 BRNC BK CO Agil Trd e Dms
5876858;H R Alves;Av Itamar Dias 994, Sala;MT;Peixoto De Azevedo;Jerusalem;78530-000;66 35175308;26149124000127;136504337;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5876915;Lucimar Batista Da Silva;Rua Projetada 172, B;MT;Sao Jose Dos Quatro Marcos;Jardim Italia;78285-000;65 999312020;28135431000184;136918190;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5877609;Wilson Alarcon;R Jaracatia 35, L 1 Q 7;MT;Alta Floresta;Jardim Das Oliveiras;78580-000;66 35314921;32097320000106;137454899;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5877639;Atanielton Silva Ribeiro;Av Itamar Dias A Cristov 1150, Casa;MT;Peixoto De Azevedo;Jerusalem;78530-000;66 34314921;29462832000101;137099401;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5877640;Gustavo Rhoden Schenkel;Rod Br 163 Km 1333 180;PA;Trairao;Comunidade Do Jamanxin;68198-000;93 35591364;29388947000101;155889702;5534716;L6 BRNC BK CO Agil Trd e Dms
5877659;Sandra De Jesus Marques Cia Ltda;R Dra Amiana Alves Mariano 393;MT;Pontes E Lacerda;Residencial Vera;78250-000;65 84546653;29622659000161;137126042;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5877665;L A Comercio De Alimentos Ltda;Av Ariosto Da Riva 2477, Frente Aos;MT;Alta Floresta;Centro;78580-000;66 35212779;31433895000181;137369700;5534716;L6 BRNC BK CO Agil Trd e Dms
5877671;Sabryna Petterson Moraga;Av Tocantins 1350, E;MT;Lucas Do Rio Verde;Cidade Nova;78455-000;65 35492052;30583783000144;137251920;5534708;L6 BRNC BK CO Agil Trd e Cnv
5877682;Marcelon Da Cruz Vidal;R Frei Felipe SN, Qd341 Lt14;MT;Barra Do Garcas;Jardim Nova Barra;78600-000;66 92078938;28402908000140;136954693;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5877691;Ilores Vieira Campos De Moura;Rod Santarem Cuiaba 520;PA;Trairao;Centro;68198-000;93 91414664;29301158000183;155876589;5534716;L6 BRNC BK CO Agil Trd e Dms
5877712;Adriele Silva Duarte;Rod Br 163 29;PA;Trairao;Km 0;68198-000;93 91563556;26697275000110;155461397;5534716;L6 BRNC BK CO Agil Trd e Dms
5877731;Cristiana Silva Martins;R Pernambuco 10, Qd 70;MT;Varzea Grande;Jardim Dos Estados;78158-026;66 35314921;26374463000107;136544371;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5877755;Carolina Pereira De Souza;Rod Br 163 Santarem Cuiaba Km 14 SN;PA;Trairao;Trairao;68198-000;94 81441297;24787666000108;155248146;5534716;L6 BRNC BK CO Agil Trd e Dms
5877765;Rosangela Lusia Pedroza;Rod Br 163 Km 1397 210;PA;Trairao;Zona Rural;68198-000;93 92244378;24799176000113;155250191;5534708;L6 BRNC BK CO Agil Trd e Cnv
5878380;C F Pimentel;Av Araguaia 123, Qd13 Lt11;MT;Agua Boa;Centro;78635-000;66 34682951;11254511000318;137589093;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878388;S A Da Silva Santos;R General Mascarenhas De Morais 238;MT;Rondonopolis;Vila Mariley;78705-268;66 34215440;13697042000175;134238699;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878390;Gilmar Barros Da Silva EIRELI;Tv Quinta 515, Anexo 2;PA;Itaituba;Aeroporto Velho;68181-170;93 35182115;19812474000166;154411850;5534716;L6 BRNC BK CO Agil Trd e Dms
5878398;Rosangela De Sousa Nunes Santos;R Vigesima Quinta 767;PA;Itaituba;Bela Vista;68180-320;93 91310899;17860332000149;154047872;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878411;R R N Nascimento Comercio;Tv Jose Narinho SN;PA;Trairao;Agrovila Caracol;68198-000;93 35182180;16366945000161;153785616;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878454;F C Leal EIRELI;Av Nova De Santana 580;PA;Itaituba;Comercio;68180-030;93 35181259;32799993000108;156336561;5534708;L6 BRNC BK CO Agil Trd e Cnv
5878468;Suelmei Campos Barbosa EIRELI;R Joao Ponce De Arruda SN;MT;Jangada;Centro;78490-000;65 33861168;8399617000486;136284086;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878473;O Silva Oliveira;Av Dos Estudantes 314;MT;Carlinda;Centro;78587-000;66 35314921;32321262000144;137494327;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5879177;Mercado Veneza Ltda;Rod Senador Roberto Camp SN, Terreo;MT;Diamantino;Novo Diamantino;78400-000;65 33371354;20547631000132;135475678;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5881433;Maria Aparecida Nunes;Av XV De Novembro 155;MT;Paranatinga;Centro;78870-000;66 996768315;31986909000194;137441290;5534708;L6 BRNC BK CO Agil Trd e Cnv
5881436;Erodrigues Zaque;R Pc Dona Albertina 885;MT;Caceres;Cavalhada;78200-000;65 999897854;20377247000139;135462150;5534708;L6 BRNC BK CO Agil Trd e Cnv
5881580;Jose Claudio Goncalves EIRELI;Av Jornalista Alves De Oliveira 204;MT;Cuiaba;Cidade Alta;78030-445;65 30253381;32162298000122;137463448;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5881888;Alexandre Spironello;R Dos Mamoeiros 105, Sala 01 W;MT;Nova Mutum;Lirios Do Campo;78450-000;65 33083147;28526316000130;136971881;5534708;L6 BRNC BK CO Agil Trd e Cnv
5881893;P M C Moro;Avenida Brasil SN;MT;Sao Jose Do Rio Claro;Centro;78435-000;66 33861979;2361156000123;131797948;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5885948;Iara Ines Bonatto;Av Parana 48, E Lt9 B;MT;Lucas Do Rio Verde;Centro;78455-000;66 35314921;28484010000169;136967604;5534708;L6 BRNC BK CO Agil Trd e Cnv
5885972;Maria Veronica Maciel;R Anchieta SN;PA;Novo Progresso;Santa Luzia;68193-000;93 81198848;24130849000148;155142437;5534708;L6 BRNC BK CO Agil Trd e Cnv
5886227;Partner Transp Logistica Ltda;Av Abel Dal Bosco 4490, Lt 14 A 19;MT;Sinop;Lic Norte;78551-043;66 35314921;10967311000188;133742873;5534716;L6 BRNC BK CO Agil Trd e Dms
5893176;Bolos Do Cerrado Itaituba EIRELI;Rod Transamazonica 30, A;PA;Itaituba;Comercio;68180-010;93 91443184;29933438000104;155965735;5534708;L6 BRNC BK CO Agil Trd e Cnv
5894394;Serve Sempre Supermercados EIRELI;Rua Clara Nunes 400;MT;Cuiaba;Jardim Santa Isabel;78035-120;65 996143602;26210570000280;136653600;5534707;L6 BRNC BK CO Agil AS 5
5894419;O Mercadinho Com Alimentos Ltda;R Florianopolis SN;MT;Tangara Da Serra;Jardim Dona Julia;78300-000;65 33291502;21942889000287;137512813;5534707;L6 BRNC BK CO Agil AS 5
5894427;Posto Pedro Neca Ltda;Rod Br 174 SN, Km 136;MT;Porto Esperidiao;Pedro Neca;78240-000;65 992882251;3189859000693;137274530;5534708;L6 BRNC BK CO Agil Trd e Cnv
5894442;Angelica Ferreira Goncalves;Av Jose Alves Bezerr 18, Qd 96 Lt9N;MT;Juara;Centro;78575-000;66 35314921;32897614000104;137566115;5534716;L6 BRNC BK CO Agil Trd e Dms
5894464;Fabio Vieira De Jesus & Cia Ltda;Av Jose Alves Bezerra 492, E;MT;Juara;Centro;78575-000;66 35314921;32510783000140;137515162;5534708;L6 BRNC BK CO Agil Trd e Cnv
5894530;D S Caliman Junior;Av Rio Arinos 584, W Lt18 Q90;MT;Juara;Centro;78575-000;66 35314921;32819673000164;137561598;5534716;L6 BRNC BK CO Agil Trd e Dms
5894836;Supermercado Locatelli EIRELI;R Jave Lot N Frontei SN, Qd 28 Lt 1;MT;Varzea Grande;Canelas;78148-846;65 999698887;32274475000162;137524803;5534707;L6 BRNC BK CO Agil AS 5
5894872;Campo Verde Atac Supermercado Ltda;Av Dos Trabalhadores 918;MT;Campo Verde;Bordas Do Lago;78840-000;66 34191161;21474840000247;137551444;5534707;L6 BRNC BK CO Agil AS 5
5895994;J M Comercio De Alimentos Ltda;Rod Br 163 SN, Km 737;MT;Sorriso;Zona Rural;78890-000;66 35314921;31062584000153;137492588;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5896025;Du Bairro Comercio Alimentos EIRELI;Av Luis Pedro De Lim SN, Qd 480 Lt6;MT;Varzea Grande;Capao Grande;78164-971;65 35325598;30026197000107;137210256;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5897097;Luciano Goncalves Coelho;R Sao Pedro SN;PA;Altamira;Castelo De Sonhos;68379-200;93 35022121;32443461000125;156290669;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897098;C Torres Da Silva EIRELI;R Oitava 480;PA;Itaituba;Liberdade;68181-120;93 91735343;17759768000146;154028894;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897099;M & B Esquerdo Ltda;R Rui Barbosa SN;PA;Prainha;Rural;68130-000;93 91292724;29270700000188;155872052;5534711;L6 BRNC BK CO Agil Far C
5897100;Vitor L Beato;Av Dos Pinhais 8;MT;Cuiaba;Jardim Das Palmeiras;78080-230;66 35314921;32412198000107;137520913;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897109;Fabio Da Rosa Xavier;Distrito Seg R Em Frente SN, Galpao;PA;Itaituba;Rock Em Rio;68191-400;93 35411164;29146454000157;155853368;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897116;Luiz Da Costa Farias EIRELI;Rodovia Br 163 SN, Fazenda;PA;Novo Progresso;Zona Rural;68193-000;93 81181020;25240487000100;155320653;5534716;L6 BRNC BK CO Agil Trd e Dms
5897122;Valdir Gomes Ferreira;Rua Cuiaba 195;MT;Diamantino;Jd Alvorada;78402-000;66 35314921;23672947000144;136029205;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897125;Mercado Conquista EIRELI;R Vinte E Sete De Dezembro 85;MT;Cuiaba;Centronorte;78005-050;66 35314921;32683488000195;137538308;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897126;Sebastiao F Da Cruz;R Otavio Gomes De Castro 167;MT;Cuiaba;Novo Terceiro;78028-345;66 35314921;32313094000145;137499922;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897132;Benedita Estrogilda Da Costa;Av Colina Azul SN, Casa;MT;Diamantino;Pedregal;78400-000;66 35314921;18150456000101;134890515;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897134;Machado Ludwig E Cia Ltda;Av Brasil 1045, S;MT;Tangara Da Serra;Jardim Rio Preto;78300-000;65 33269313;30002001000136;137194269;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897138;Larissa Mustasso;Av Daury Rivas 115;MT;Arenapolis;Vila Nova;78420-000;65 99041234;27006867000100;136665934;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897139;Roseli B M Menezes;Av Almirante Barroso SN;MT;Alto Paraguai;Centro;78410-000;65 33361584;37522158000131;134189442;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897142;Alessandro Barbosa Souza Sobrinho;R Doze De Fevereiro 10;MT;Porto Esperidiao;Vila Cardoso;78240-000;65 96275096;20863479000105;135529484;5534716;L6 BRNC BK CO Agil Trd e Dms
5897143;Juarez Moreira Dos Anjos;Av Marechal Rondon 2900, Sl;MT;Pontes E Lacerda;Jardim Bela Vista II;78250-000;65 96296598;23198360000145;135916798;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897147;Auto Posto Transrio Ltda;Av Da Producao 500, W;MT;Lucas Do Rio Verde;Bandeirantes;78455-000;65 35493441;14700772000140;134433912;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897148;Fidelice Mendes Da Cruz;R Presidente Medici SN;MT;Alto Paraguai;Bela Vista;78410-000;66 35314921;20010461000152;135363306;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897150;Rozelma De Oliveira Alves;Rua Chapeco 93, Cj S;MT;Lucas Do Rio Verde;Centro;78455-000;66 35314921;32272292000108;137478097;5534716;L6 BRNC BK CO Agil Trd e Dms
5897153;Eduardo Acacio De Oliveira;R Pedro Alvares Cabral 1327;MT;Peixoto De Azevedo;Jerusalem;78530-000;66 35314921;11755978000180;133918211;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897154;Emporio Da Economia Ltda;Av Andre Antonio Maggi 7477;MT;Sinop;Jardim Maria Vindilina I;78553-000;66 99610055;24483506000167;136224113;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897155;Fabiane Coelho De Morais;R Mauro Quirino 104;MT;Peixoto De Azevedo;Centro Novo;78530-000;66 35314921;32803300000103;137551878;5534716;L6 BRNC BK CO Agil Trd e Dms
5897156;Jose Ferreira Bras;Travessa Peixoto 292;MT;Peixoto De Azevedo;Aeroporto;78530-000;66 35314921;31632955000195;137392133;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897163;Glaucia Rosario Lopes;Av Governador Dante M Oliveira 2884;MT;Cuiaba;Carumbe;78050-700;66 35314921;22690017000150;135823323;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897165;Hotel E Pousada Pontual Ltda;Av Rotary Internacional SN;MT;Peixoto De Azevedo;Bela Vista;78530-000;66 35752649;17338355000198;134714598;5534716;L6 BRNC BK CO Agil Trd e Dms
5897172;Maria De Fatima Da Costa;Av Andre Antonio M 6529, Sl 41 E 42;MT;Sinop;Residencial Caranda Bosque;78553-561;69 93671893;31489282000166;137394829;5534716;L6 BRNC BK CO Agil Trd e Dms
5897182;Eliene Pereira De Paula;Rua Do Comercio 575, Casa;MT;Peixoto De Azevedo;Centro Antigo;78530-000;66 35314921;27843500000141;136871623;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897973;Erick Rodrigues Do Nascimento;Rua Diamantino 1, Terreo;MT;Alto Paraguai;Da Ponte;78410-000;66 35314921;27762618000145;136857191;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5901489;Rogerio Dantes Rodrigues C Comercio;Av Ministro Joao Al 678, Qd21 Lt 17;MT;Barra Do Garcas;Centro;78600-001;66 34011290;23005857000108;135869749;5534716;L6 BRNC BK CO Agil Trd e Dms
5901524;J E Paquer;Av Maranhao 142, Letra N;MT;Juara;Centro;78575-001;66 35564609;14470524000150;134373774;5534711;L6 BRNC BK CO Agil Far C
5901603;Paulino Cecilio Da Silva;R Sinfronio Franco De Cama SN, Casa;MT;Cuiaba;Distrito Da Guia;78104-001;65 998150990;30147040000121;137188765;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5901608;Tatiane A Barros Dias EIRELI;Av Newton Rabello De Cas 25, Qd 152;MT;Cuiaba;Pedra;78099-005;65 984642450;15870358000223;137563272;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5902024;Cecim T Simao Rassy Neto & Cia Ltda;Av Dos Jequitibas 699;MT;Sinop;Jardim Primavera;78550-396;66 999672854;32496203000107;137509936;5534708;L6 BRNC BK CO Agil Trd e Cnv
5902050;Assis E Assis Ltda;Av Marechal Rondon 283;MT;Rondonopolis;Centro;78700-075;66 999849448;33024822000161;137584458;5534708;L6 BRNC BK CO Agil Trd e Cnv
5905503;Divina Gulla S Rest Sushi Bar Ltda;Av Lions Internacional 1344;MT;Rondonopolis;Vila Aurora I;78740-046;66 96676782;13534754000173;134207670;5534716;L6 BRNC BK CO Agil Trd e Dms
5907723;Vie Hotel Ltda;Av Bruno Martini 2249;MT;Sinop;Residencial Recanto Suico;78555-601;66 35455500;17329009000143;137547781;5534716;L6 BRNC BK CO Agil Trd e Dms
5910899;Rafael Neves EIRELI;Av Brasil 1253;MT;Vera;Esperanca;78880-001;66 81140285;31629457000193;137401906;5534708;L6 BRNC BK CO Agil Trd e Cnv
5910917;Jj Supermercados Ltda;Av Dante Martins De Oliveira 753, N;MT;Feliz Natal;Centro;78885-001;66 35851335;19681591000138;135341400;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5910918;Conveniencia Avenida EIRELI;Av Brasil 1616, Sl 1;MT;Vera;Centro;78880-001;66 99262330;27309791000192;136768199;5534708;L6 BRNC BK CO Agil Trd e Cnv
5910925;Renata Inacio De Carvalho Alcantara;Av Dauri Riva 1457, Set  Norte;MT;Colider;Teles Pires;78500-001;66 35412414;21738831000135;135680298;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5910926;Robiane Rocha Cordeiro Da Silva;Av Sao Paulo 689, Qd A Lt2 W;MT;Nova Mutum;Cidade Nova;78450-001;65 96981152;32680376000180;137536496;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911041;Luis Carlos Tessaro;Av Juscelino Ferre 1125, Qd 5 Lt 40;MT;Rondonopolis;Lot Res. Antonio Geraldini;78750-830;66 99751400;32196207000170;137468130;5534716;L6 BRNC BK CO Agil Trd e Dms
5911049;M T Fukui Mercado;R Avestruz 28, Qd 60 2 Et;MT;Cuiaba;Cpa IV;78058-264;66 35314921;25290477000180;136409318;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911061;Kelly Cristina Dos Santos Moreira;R Jose Rodrigues Mu 546, Qd 5 Lt 10;MT;Pontes E Lacerda;Residencial Vera;78250-001;66 35314921;32712337000118;137541015;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911062;Lucilene Alves Fortunato Paiano;Av Dos Migrantes SN;MT;Nova Guarita;Centro;78508-001;66 84061788;26956831000125;136657966;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911063;Espaco Fest Bnb Restaurante Ltda;Av Brasil 415, Sl B;MT;Confresa;Vila 200;78652-001;66 35641372;30015608000150;137176627;5534716;L6 BRNC BK CO Agil Trd e Dms
5912095;Emantoani Comercio De Frios Ltda;Av Dom Orlando Cha 2650, Qd28 Lt 03;MT;Varzea Grande;Cristo Rei;78118-000;65 30541388;14242422000188;134338162;5534707;L6 BRNC BK CO Agil AS 5
5912715;Corba Conveniencia Ltda;Av Das Itaubas 2621, Sala 02;MT;Sinop;Setor Comercial;78550-088;66 35321420;32720360000154;137542054;5534708;L6 BRNC BK CO Agil Trd e Cnv
5912876;Rumilda Apar Marcondes Schwartz;Av Geraldo Egidio Ferrari 82;MT;Sinop;Loteamento MEnino Jesus I;78559-097;66 99691022;32518897000136;137511604;5534716;L6 BRNC BK CO Agil Trd e Dms
5912879;Floripa Bortoluzzi Ltda;R Milton Dos Reis 1253, N;MT;Feliz Natal;Centro;78885-000;66 35851101;6275643000124;136651887;5534716;L6 BRNC BK CO Agil Trd e Dms
5912887;Wesley Antonio Da Silva Santos;R 5 1974, Setor N;MT;Tangara Da Serra;Jardim Europa;78300-000;66 35314921;32958513000104;137575785;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5912889;P A C Silva;R Jose Duarte 554, S;MT;Tangara Da Serra;Jardim Rio Preto;78300-000;65 99746913;31359251000190;137356331;5534716;L6 BRNC BK CO Agil Trd e Dms
5912905;Lidia Maria Rodrigues A Mendonca;R Marlene Campos Lopes 987, Setor W;MT;Tangara Da Serra;Parque Tangara;78300-000;65 33267221;29609340000104;137117833;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5912915;Sinval Dos Santos;R Marau 906;MT;Sinop;Loteamento Alto Da Gloria;78558-379;66 99154797;28663145000191;136995659;5534708;L6 BRNC BK CO Agil Trd e Cnv
5913734;Tereza Da Silva Goncalves;Av Joaquim Socreppa 759;MT;Sinop;Jardim Ibirapuera;78556-780;66 35316203;14936967000194;133101223;5534716;L6 BRNC BK CO Agil Trd e Dms
5913988;D R L Campos;R Das Garcas SN, Lt06Qd23;MT;Itiquira;Vila Ouro Branco;78790-000;66 33215454;32827026000102;137604882;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5913996;M C E Campos EIRELI;Av Noemia Tonello Dalmol 1785, Sl01;MT;Sorriso;Taiama;78890-000;66 999783309;30459043000109;137245688;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5914002;Werner Tadashi Bachmann;Av Perimetral Sudoeste 3493;MT;Sorriso;Expansao Urbana;78890-000;66 996162102;30513812000100;137257775;5534708;L6 BRNC BK CO Agil Trd e Cnv
5914015;Tertuliano Carvalho Pinto;R Perimetral Sudoeste 3195;MT;Sorriso;Colinas;78890-000;65 999201813;30125296000138;137185502;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961795;E M B Viana EIRELI;R Das Palmeiras SN;PA;Novo Progresso;Rui Pires De Lima;68193-000;93 84177550;33039861000132;156369010;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961798;Fernando De Almeida Aquino;Av 9 215;PA;Itaituba;Moraes Almeida;68189-000;93 81151410;31314595000183;156142465;5534716;L6 BRNC BK CO Agil Trd e Dms
5961825;Marlene Creomil Dosso Bonin;Rod MT 320 SN, Km59 Cx54;MT;Colider;Comunidade Nova Galileia;78500-000;66 35411264;21511129000134;135631203;5534716;L6 BRNC BK CO Agil Trd e Dms
5961832;Aleci Bento Junior;Av 10 SN;PA;Itaituba;Moraes De Almeida;68189-000;93 91490083;26159656000145;155370944;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961834;Alexsandro Souza Freese;Av Orival Prazeres SN, Sala;PA;Novo Progresso;Vista Alegre;68193-000;93 81192260;19920797000173;154432121;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961848;Angelica Levandovski Pessoa;Av Orival Prazeres 2555;PA;Novo Progresso;Vista Alegre;68193-000;93 84220047;27479553000125;156204118;5534716;L6 BRNC BK CO Agil Trd e Dms
5961971;J V Simoes Leal;R Alto Bonito 1, Miritituba;PA;Itaituba;Alto Bonito;68191-400;93 35183827;26937563000285;156070995;5534713;L6 BRNC BK CO Agil Atj
5962838;Mercado Acougue Do Tiozinho EIRELI;Av Porto Alegre 2134, A;MT;Sorriso;Bela Vista;78890-000;66 35445433;31762491000131;137409257;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5964900;Francisco R Alves Junior;R Souvenir Dal Bo 685;MT;Rondonopolis;Pq S Familia;78735-024;66 34242764;30819309000179;137305850;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5971402;Cristal A Sorveteria Fast Food Ltda;Av Gov Julio Campos 1259;MT;Sinop;Setor Comercial;78550-202;66 35311927;27876742000131;136877770;5534716;L6 BRNC BK CO Agil Trd e Dms
5971958;Marcia Felipe Da Silva;Av Brasil 867;MT;Peixoto De Azevedo;Centro;78530-000;66 35751819;11879595000113;133929817;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5971959;Raquel Ribeiro Dos Santos Sousa;R Raimundo Nonato De Paul 435, Casa;MT;Peixoto De Azevedo;Aeroporto;78530-000;66 35314921;29660954000102;137124996;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5971968;Marinalva Da Silva Cruz;R Marechal Deodoro 168, Casa;MT;Peixoto De Azevedo;Centro Antigo;78530-000;66 99091825;29707517000105;137133510;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5972051;Araujo E Araujo Alimentos EIRELI;Av Doutor Meirelles 37, Qd 26 Lt37;MT;Cuiaba;Tijucal;78088-010;66 35314921;33156295000149;137603339;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5972160;Leiliane Freitas;R Osmar Nunes 389;MT;Peixoto De Azevedo;Centro Novo;78530-000;66 35314921;33228497000159;137611420;5534716;L6 BRNC BK CO Agil Trd e Dms
5973269;Acai Quintal Comercio Acai Ltda;R Das Nogueiras 669;MT;Sinop;Setor Comercial;78550-226;66 99215244;30963679000266;137562314;5534716;L6 BRNC BK CO Agil Trd e Dms
5973273;Francieli A Silva Dias Stolarski;R R Bahia 399;MT;Marcelandia;Distrito De Analandia Do Norte;78535-000;66 35061033;13487044000130;134210670;5534716;L6 BRNC BK CO Agil Trd e Dms
5973293;Cristal Sorvetes Ltda;Av Das Itaubas 1088;MT;Sinop;Jardim Celeste;78556-676;66 99851422;31139435000145;137326815;5534716;L6 BRNC BK CO Agil Trd e Dms
5973294;Eunildes Sousa Machado;Av Fortaleza 11;MT;Ipiranga Do Norte;Centro;78578-000;66 99366452;28778034000120;137010427;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5973313;O A Ferreira;Av Dos Tarumas 2564;MT;Sinop;Jardim Maringa;78556-250;66 84296199;9352466000120;133700097;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5976068;Anderson Hoffmann;R Benedito Americo 1451;MT;Sinop;Residencial Florenca;78555-416;66 96531933;24780947000120;136289975;5534716;L6 BRNC BK CO Agil Trd e Dms
5976076;Conveniencia Rota Ltda;Av Dos Ingas 3771, Sl A;MT;Sinop;Jardim Imperial;78555-024;66 35320775;19100271000147;135166560;5534708;L6 BRNC BK CO Agil Trd e Cnv
5977160;Comercio De Combs Sapezal Ltda;Av Das Flores 1648;MT;Sapezal;Jardim Sapezal;78365-000;65 33831207;14219020000162;134660684;5534716;L6 BRNC BK CO Agil Trd e Dms
5977164;C Dal Magro Restaurante;R Zelino Agostinho Lorenzetti 735;MT;Campos De Julio;Centro;78307-000;65 33871591;8010579000185;133195180;5534716;L6 BRNC BK CO Agil Trd e Dms
5977181;Airton Favoreto;R Das Garcas 1447, Qd314Lt 08;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;65 33832113;11622688000168;133900240;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5977182;Marcio Miron Dos Santos;Av Minas Gerais 1492, Nw;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;66 35314921;30938428000140;137301634;5534716;L6 BRNC BK CO Agil Trd e Dms
5977996;Lanchonete Italiano Ltda;Av Cuiaba 723;MT;Campo Verde;Campo Real;78840-000;66 34192754;14592785000143;135963940;5534716;L6 BRNC BK CO Agil Trd e Dms
5980424;Mariane C Barboza Marquezin EIRELI;Av B Oeste SN, Sl A;MT;Matupa;Zi 00;78525-000;66 33595152;28028337000126;136909450;5534708;L6 BRNC BK CO Agil Trd e Cnv
5980791;A Lemes;R Girassol 47, Norte;MT;Campo Novo Do Parecis;Zona Rural;78360-000;65 33265618;12160047000100;133944085;5534716;L6 BRNC BK CO Agil Trd e Dms
5982260;Supermercado Novo Triunfo Ltda;Av Brasil Central 779;MT;Nova Xavantina;Centro;78690-000;66 34383329;29379627000187;137093632;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5982269;Janete Aparecida Teruel;Travessa Maripa 33;MT;Sinop;Residencial Maripa;78557-873;66 96648279;28092049000130;136911510;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5983156;Eliezer Alves Feitosa EIRELI;Av Martinho Lutero 151, Nw;MT;Campo Novo Do Parecis;Boa Esperanca;78360-000;66 35314921;31669343000177;137396988;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5983241;Ineri Claudir Meireles;Av Dal Bosco 395;MT;Sinop;Residencial Gente Feliz;78551-130;66 99977626;32703370000181;137539649;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5983251;Nelson Do Nascimento Filho;Av Dois De Dezembro 1665;MT;Aripuana;Centro;78325-000;66 35651850;32312908000127;137485077;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
